id,post_id,analysis_kind,status,model,adapter_version,prompt_version,content_level,attempt_count,retry_count,started_at,finished_at,prompt_eval_count,eval_count,total_duration_ns,comments_sent
14,354,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:22.325278Z,2026-08-24T15:45:24.079834Z,1230,114,1744865423,0
15,355,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:24.098189Z,2026-08-24T15:45:25.700712Z,1226,101,1592889225,0
16,356,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:25.719351Z,2026-08-24T15:45:27.558424Z,1257,118,1829006279,0
17,357,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:27.580095Z,2026-08-24T15:45:29.441803Z,1282,119,1849003463,0
18,358,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:29.462981Z,2026-08-24T15:45:31.303381Z,1289,118,1828705521,0
19,359,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:31.324425Z,2026-08-24T15:45:33.116115Z,1232,115,1782106915,0
20,360,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:33.134667Z,2026-08-24T15:45:35.800627Z,1290,178,2653804220,0
21,361,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:35.817991Z,2026-08-24T15:45:37.489817Z,1228,107,1660780162,0
22,362,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:37.521921Z,2026-08-24T15:45:39.192614Z,1266,104,1644220126,0
23,363,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:39.233506Z,2026-08-24T15:45:40.886527Z,1238,104,1630524237,0
24,364,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:40.931232Z,2026-08-24T15:45:43.158849Z,1280,145,2201825952,0
25,365,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:43.183324Z,2026-08-24T15:45:45.070098Z,1245,123,1875552670,0
26,366,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:45.088890Z,2026-08-24T15:45:47.160448Z,1263,135,2062013314,0
27,367,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:47.181783Z,2026-08-24T15:45:49.385972Z,1285,143,2191293936,0
28,368,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:49.405228Z,2026-08-24T15:45:51.177385Z,1233,113,1762680641,0
29,369,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:51.195543Z,2026-08-24T15:45:53.050939Z,1247,119,1846164304,0
30,370,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:53.067711Z,2026-08-24T15:45:54.808869Z,1301,111,1731833240,0
31,371,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:54.829609Z,2026-08-24T15:45:57.027445Z,1240,145,2188126343,0
32,372,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:57.047130Z,2026-08-24T15:45:59.928009Z,1270,194,2867592634,0
33,373,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:45:59.946810Z,2026-08-24T15:46:01.817741Z,1253,120,1861992775,0
34,374,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:01.835390Z,2026-08-24T15:46:03.828618Z,1277,129,1983698975,0
35,375,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:03.847477Z,2026-08-24T15:46:06.014382Z,1284,139,2138009629,0
36,376,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:06.031691Z,2026-08-24T15:46:07.903293Z,1230,122,1862323184,0
37,377,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:07.920790Z,2026-08-24T15:46:09.762293Z,1226,120,1831420668,0
38,378,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:09.783887Z,2026-08-24T15:46:11.612484Z,1277,117,1818262850,0
39,379,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:11.635499Z,2026-08-24T15:46:14.055306Z,1295,160,2405823540,0
40,380,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:14.072434Z,2026-08-24T15:46:16.280144Z,1260,145,2194230379,0
41,381,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:16.309025Z,2026-08-24T15:46:18.180468Z,1284,119,1860597771,0
42,382,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:18.200674Z,2026-08-24T15:46:20.080944Z,1262,120,1853794581,0
43,383,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:20.098442Z,2026-08-24T15:46:21.858475Z,1233,111,1729657092,0
44,384,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:21.878197Z,2026-08-24T15:46:24.095559Z,1274,145,2204115681,0
45,385,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:24.114728Z,2026-08-24T15:46:25.956498Z,1293,114,1788532277,0
46,386,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:25.974905Z,2026-08-24T15:46:28.214876Z,1238,146,2227511111,0
47,387,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:28.233793Z,2026-08-24T15:46:30.198648Z,1343,126,1947147037,0
48,388,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:30.219802Z,2026-08-24T15:46:31.668252Z,1248,90,1438884856,0
49,389,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:31.686928Z,2026-08-24T15:46:33.457757Z,1245,113,1760784050,0
50,390,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:33.477154Z,2026-08-24T15:46:35.309608Z,1259,115,1822449542,0
51,391,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:35.326473Z,2026-08-24T15:46:37.387304Z,1254,134,2046880520,0
52,392,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:37.408427Z,2026-08-24T15:46:39.257200Z,1261,118,1839228891,0
53,393,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:39.277627Z,2026-08-24T15:46:41.486683Z,1288,144,2196082287,0
54,394,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:41.505661Z,2026-08-24T15:46:43.254925Z,1230,113,1740090681,0
55,395,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:43.272364Z,2026-08-24T15:46:45.264864Z,1290,126,1982925478,0
56,396,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:45.284362Z,2026-08-24T15:46:47.049450Z,1324,111,1755139832,0
57,397,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:47.067917Z,2026-08-24T15:46:48.979890Z,1285,121,1877471988,0
58,398,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:48.997549Z,2026-08-24T15:46:51.602770Z,1281,173,2593970948,0
59,399,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:51.643526Z,2026-08-24T15:46:53.551754Z,1294,121,1872736558,0
60,400,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:53.591346Z,2026-08-24T15:46:55.697639Z,1290,135,2091822999,0
61,401,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:55.717212Z,2026-08-24T15:46:57.821927Z,1282,137,2090762760,0
62,402,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:46:57.840941Z,2026-08-24T15:47:00.519466Z,1276,178,2666364212,0
63,403,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:00.536746Z,2026-08-24T15:47:02.682129Z,1244,139,2135872394,0
64,404,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:02.701803Z,2026-08-24T15:47:05.543284Z,1252,191,2828949818,0
65,405,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:05.560762Z,2026-08-24T15:47:07.281282Z,1298,108,1709768954,0
66,406,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:07.302715Z,2026-08-24T15:47:08.900193Z,1228,102,1586782472,0
67,407,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:08.922236Z,2026-08-24T15:47:10.625021Z,1239,109,1693057008,0
68,408,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:10.644974Z,2026-08-24T15:47:12.350668Z,1275,108,1694896574,0
69,409,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:12.369307Z,2026-08-24T15:47:14.438447Z,1288,134,2056747507,0
70,410,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:14.457543Z,2026-08-24T15:47:16.099497Z,1286,104,1630771450,0
71,411,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:16.118561Z,2026-08-24T15:47:17.986047Z,1268,119,1852556675,0
72,412,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:18.005323Z,2026-08-24T15:47:19.856583Z,1227,120,1841377800,0
73,413,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:19.876725Z,2026-08-24T15:47:21.771083Z,1291,122,1884508648,0
74,414,triage,failed,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:21.789301Z,2026-08-24T15:47:24.210860Z,,,,
75,415,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:24.231635Z,2026-08-24T15:47:26.538540Z,1282,151,2282999339,0
76,416,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:26.573267Z,2026-08-24T15:47:28.727835Z,1260,140,2133850232,0
77,417,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:28.773066Z,2026-08-24T15:47:30.651203Z,1235,121,1868053377,0
78,418,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:30.669169Z,2026-08-24T15:47:32.336885Z,1246,107,1657112706,0
79,419,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:32.356059Z,2026-08-24T15:47:34.548345Z,1290,144,2178392340,0
80,420,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:34.565985Z,2026-08-24T15:47:36.354424Z,1269,115,1778676167,0
81,421,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:36.372161Z,2026-08-24T15:47:38.311995Z,1360,123,1930304013,0
82,422,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:38.332200Z,2026-08-24T15:47:40.785746Z,1281,163,2440540870,0
83,423,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:40.805361Z,2026-08-24T15:47:43.239792Z,1301,161,2421994045,0
84,424,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:43.258892Z,2026-08-24T15:47:45.287895Z,1269,132,2020153024,0
85,425,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:45.305170Z,2026-08-24T15:47:47.777008Z,1292,162,2449077051,0
86,426,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:47.793877Z,2026-08-24T15:47:49.678659Z,1274,121,1871609854,0
87,427,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:49.697497Z,2026-08-24T15:47:52.209290Z,1282,166,2498041142,0
88,428,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:52.230514Z,2026-08-24T15:47:53.965607Z,1290,110,1725116070,0
89,429,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:53.986174Z,2026-08-24T15:47:55.775657Z,1269,114,1779518446,0
90,430,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:55.795327Z,2026-08-24T15:47:57.629978Z,1241,119,1824834907,0
91,431,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:57.651120Z,2026-08-24T15:47:59.516688Z,1261,121,1856233570,0
92,432,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:47:59.537824Z,2026-08-24T15:48:01.814225Z,1300,149,2262870859,0
93,433,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:01.833254Z,2026-08-24T15:48:03.309096Z,1222,93,1465274645,0
94,434,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:03.331047Z,2026-08-24T15:48:05.087010Z,1253,112,1746338499,0
95,435,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:05.108965Z,2026-08-24T15:48:06.775124Z,1250,106,1655774503,0
96,436,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:06.797987Z,2026-08-24T15:48:08.552538Z,1238,113,1735465877,0
97,437,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:08.577060Z,2026-08-24T15:48:10.598371Z,1241,132,2008655569,0
98,438,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:10.625622Z,2026-08-24T15:48:13.049658Z,1255,161,2411383637,0
99,439,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:13.069444Z,2026-08-24T15:48:14.810709Z,1261,110,1723022033,0
100,440,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:14.830026Z,2026-08-24T15:48:16.953072Z,1248,138,2109706206,0
101,441,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:16.973624Z,2026-08-24T15:48:19.095834Z,1282,137,2110601721,0
102,442,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:19.118127Z,2026-08-24T15:48:21.083179Z,1265,126,1951171819,0
103,443,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:21.107761Z,2026-08-24T15:48:22.920776Z,1293,115,1801905309,0
104,444,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:48:22.939676Z,2026-08-24T15:48:24.267903Z,1235,81,1318043028,0
105,445,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:41.542325Z,2026-08-24T15:49:43.739893Z,1340,104,2186926381,0
106,446,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:43.766314Z,2026-08-24T15:49:45.533119Z,1357,114,1755438088,0
107,447,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:45.554860Z,2026-08-24T15:49:47.465080Z,1408,123,1898515980,0
108,448,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:47.486899Z,2026-08-24T15:49:49.682169Z,1385,144,2181918997,0
109,449,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:49.704886Z,2026-08-24T15:49:51.502578Z,1380,115,1786976316,0
110,450,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:51.524085Z,2026-08-24T15:49:53.270309Z,1385,111,1727365172,0
111,451,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:53.291573Z,2026-08-24T15:49:55.837199Z,1354,170,2531547124,0
112,452,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:55.857917Z,2026-08-24T15:49:58.685961Z,1396,189,2815782867,0
113,453,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:49:58.705946Z,2026-08-24T15:50:00.793927Z,1395,137,2077736389,0
114,454,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:50:00.815273Z,2026-08-24T15:50:02.562367Z,1409,111,1737113249,0
115,455,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:50:02.581606Z,2026-08-24T15:50:04.712324Z,1370,140,2118455071,0
116,456,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:50:04.734123Z,2026-08-24T15:50:06.463025Z,1414,109,1718986631,0
117,457,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:50:06.483861Z,2026-08-24T15:50:08.534906Z,1365,134,2040838657,0
118,458,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:50:08.554867Z,2026-08-24T15:50:11.658161Z,1356,210,3089681275,0
119,459,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:50:11.679364Z,2026-08-24T15:50:13.476165Z,1350,115,1786469445,0
120,460,triage,succeeded,qwen3:14b,ollama-adapter-v2-no-thinking,taxonomy-v1-ollama-v4-json-schema,feed_card,1,0,2026-08-24T15:50:13.496346Z,2026-08-24T15:50:16.177279Z,1391,178,2668330567,0
